ticket_id,passenger_id,trip_id,boarding_stop_id,alighting_stop_id,timestamp,fare
TK00000163,P000566,T0001874,S0022,S0082,2025-01-01 08:15:00,3.6
TK00000164,P000090,T0001575,S0090,S0055,2025-01-01 08:15:00,4.55
TK00000165,P000945,T0000745,S0050,S0088,2025-01-01 08:15:00,2.15
TK00000166,P000893,T0000405,S0029,S0044,2025-01-01 08:15:00,3.75
TK00000167,P000240,T0001571,S0002,S0072,2025-01-01 08:15:00,3.19
TK00000168,P000825,T0001353,S0043,S0091,2025-01-01 08:15:00,2.34
TK00000169,P000462,T0000228,S0039,S0083,2025-01-01 08:15:00,2.52
TK00000170,P000203,T0001515,S0052,S0043,2025-01-01 08:15:00,1.83
TK00000171,P000341,T0000452,S0041,S0056,2025-01-01 08:15:00,2.3
TK00000172,P000070,T0000498,S0090,S0002,2025-01-01 08:15:00,3.52
TK00000172,P000070,T0000498,S0090,S0002,2025-01-01 08:15:00,3.52
TK00000173,P000662,T0001046,S0065,S0056,2025-01-01 08:15:00,2.24
TK00000174,P000862,T0001505,S0047,S0025,2025-01-01 08:15:00,3.78
TK00000175,P000482,T0000424,S0046,S0060,2025-01-01 08:15:00,2.42
TK00000176,P000695,T0000285,S0020,S0083,2025-01-01 08:15:00,4.47
TK00000176,P000695,T0000285,S0020,S0083,2025-01-01 08:15:00,4.47
TK00000177,P000899,T0000166,S0085,S0017,2025-01-01 08:15:00,3.48
TK00000178,P000795,T0000197,S0081,S0091,2025-01-01 08:15:00,4.02
TK00000179,P000839,T0001536,S0076,S0034,2025-01-01 08:15:00,2.37
TK00000180,P000440,T0001761,S0095,S0034,2025-01-01 08:15:00,1.97
TK00000181,P000015,T0001955,S0098,S0049,2025-01-01 08:15:00,4.2
TK00000182,P000398,T0000306,S0078,S0073,2025-01-01 08:15:00,4.63
TK00000183,P000980,T0000321,S0084,S0059,2025-01-01 08:15:00,1.54
TK00000184,P000644,T0001585,S0010,S0084,2025-01-01 08:15:00,4.54
TK00000185,P000329,T0001400,S0091,S0021,2025-01-01 08:15:00,2.21
TK00000186,P000066,T0000043,S0019,S0048,2025-01-01 08:15:00,1.95
TK00000187,P000217,T0001075,S0006,S0092,2025-01-01 08:15:00,1.88
TK00000188,P000467,T0001819,S0090,S0010,2025-01-01 08:15:00,4.78
TK00000189,P000474,T0001577,S0066,S0041,2025-01-01 08:15:00,4.56
TK00000190,P000952,T0001771,S0091,S0017,2025-01-01 08:15:00,4.9
TK00000191,P000714,T0000175,S0076,S0043,2025-01-01 08:15:00,4.6
TK00000192,P000369,T0000142,S0072,S0007,2025-01-01 08:15:00,2.43
TK00000193,P000640,T0000099,S0082,S0050,2025-01-01 08:15:00,3.51
TK00000194,P000540,T0001348,S0061,S0036,2025-01-01 08:15:00,2.61
TK00000195,P000841,T0000356,S0057,S0058,2025-01-01 08:15:00,3.46
TK00000196,P000430,T0001488,S0072,S0009,2025-01-01 08:15:00,3.37
TK00000197,P000319,T0001338,S0100,S0016,2025-01-01 08:15:00,1.67
TK00000198,P000011,T0000695,S0089,S0010,2025-01-01 08:15:00,4.0
TK00000199,P000620,T0000611,S0037,S0035,2025-01-01 08:15:00,2.86
TK00000200,P000491,T0000753,S0071,S0014,2025-01-01 08:15:00,3.82
TK00000201,P000585,T0001779,S0089,S0022,2025-01-01 08:15:00,4.46
TK00000202,P000317,T0001829,S0063,S0076,2025-01-01 08:15:00,2.14
TK00000203,P000694,T0001225,S0093,S0010,2025-01-01 08:15:00,2.48
TK00000204,P000490,T0000953,S0052,S0093,2025-01-01 08:15:00,4.95
TK00000205,P000527,T0000780,S0013,S0062,2025-01-01 08:15:00,1.93
TK00000206,P000869,T0000053,S0064,S0004,2025-01-01 08:15:00,4.39
TK00000207,P000539,T0000244,S0047,S0013,2025-01-01 08:15:00,5.0
TK00000208,P000527,T0001479,S0083,S0086,2025-01-01 08:15:00,1.82
TK00000209,P000261,T0001760,S0066,S0077,2025-01-01 08:15:00,2.07
TK00000210,P000042,T0001366,S0100,S0082,2025-01-01 08:15:00,4.81
TK00000211,P000995,T0000596,S0069,S0022,2025-01-01 08:15:00,2.52
TK00000212,P000148,T0001869,S0058,S0006,2025-01-01 08:15:00,4.94
TK00000213,P000717,T0000084,S0081,S0039,2025-01-01 08:15:00,4.52
TK00000214,P000636,T0001854,S0069,S0073,2025-01-01 08:15:00,3.48
TK00000215,P000209,T0000415,S0046,S0061,2025-01-01 08:15:00,2.1
TK00000216,P000722,T0000178,S0093,S0019,2025-01-01 08:15:00,4.98
TK00000217,P000549,T0000315,S0049,S0097,2025-01-01 08:15:00,2.98
TK00000218,P000152,T0000091,S0052,S0090,2025-01-01 08:15:00,4.19
TK00000219,P000102,T0000118,S0029,S0040,2025-01-01 08:15:00,1.93
TK00000220,P000499,T0001470,S0019,S0097,2025-01-01 08:15:00,4.73
TK00000221,P000269,T0001043,S0038,S0094,2025-01-01 08:15:00,4.39
TK00000222,P000661,T0001930,S0070,S0086,2025-01-01 08:15:00,2.01
TK00000223,P000028,T0000694,S0047,S0011,2025-01-01 08:15:00,3.57
TK00000224,P000519,T0001380,S0008,S0099,2025-01-01 08:15:00,4.49
TK00000225,P000224,T0001382,S0042,S0006,2025-01-01 08:15:00,2.35
TK00000226,P000317,T0000567,S0010,S0061,2025-01-01 08:15:00,4.64
TK00000227,P000852,T0000600,S0053,S0013,2025-01-01 08:15:00,4.91
TK00000228,P000068,T0000693,S0005,S0096,2025-01-01 08:15:00,3.63
TK00000229,P000916,T0000349,S0062,S0045,2025-01-01 08:15:00,4.52
TK00000230,P000598,T0000809,S0085,S0047,2025-01-01 08:15:00,4.07
TK00000231,P000789,T0000868,S0071,S0054,2025-01-01 08:15:00,2.67
TK00000232,P000475,T0001380,S0043,S0088,2025-01-01 08:15:00,3.1
TK00000233,P000776,T0000955,S0075,S0087,2025-01-01 08:15:00,1.77
TK00000234,P000479,T0001056,S0013,S0035,2025-01-01 08:15:00,4.13
TK00000235,P000160,T0000196,S0051,S0025,2025-01-01 08:15:00,4.87
TK00000236,P000973,T0000781,S0096,S0050,2025-01-01 08:15:00,1.65
TK00000237,P000974,T0001029,S0080,S0018,2025-01-01 08:15:00,4.41
TK00000238,P000712,T0000584,S0093,S0076,2025-01-01 08:15:00,2.39
TK00000239,P000827,T0001435,S0046,S0065,2025-01-01 08:15:00,2.15
TK00000240,P000793,T0000320,S0055,S0044,2025-01-01 08:15:00,2.13
TK00000241,P000929,T0001954,S0064,S0085,2025-01-01 08:15:00,3.4
TK00000242,P000163,T0001795,S0050,S0037,2025-01-01 08:15:00,4.2
TK00000243,P000229,T0001443,S0012,S0091,2025-01-01 08:15:00,3.6
TK00000244,P000150,T0000266,S0017,S0050,2025-01-01 08:15:00,3.69
TK00000245,P000202,T0000147,S0054,S0079,2025-01-01 08:15:00,2.45
TK00000246,P000808,T0000351,S0044,S0004,2025-01-01 08:15:00,4.08
TK00000247,P000844,T0000413,S0072,S0081,2025-01-01 08:15:00,3.0
TK00000248,P000845,T0001726,S0025,S0032,2025-01-01 08:15:00,2.31
TK00000249,P000915,T0001481,S0086,S0072,2025-01-01 08:15:00,3.21
TK00000250,P000434,T0001593,S0072,S0052,2025-01-01 08:15:00,4.9
TK00000251,P000420,T0000996,S0040,S0091,2025-01-01 08:15:00,2.08
TK00000252,P000694,T0001989,S0098,S0072,2025-01-01 08:15:00,2.36
TK00000253,P000953,T0000063,S0010,S0028,2025-01-01 08:15:00,4.11
TK00000254,P000341,T0001765,S0031,S0077,2025-01-01 08:15:00,2.52
TK00000255,P000259,T0000531,S0027,S0086,2025-01-01 08:15:00,4.62
TK00000256,P000151,T0000542,S0082,S0056,2025-01-01 08:15:00,3.93
TK00000257,P000113,T0000079,S0024,S0030,2025-01-01 08:15:00,4.98
TK00000258,P000221,T0001957,S0016,S0059,2025-01-01 08:15:00,4.15
TK00000259,P000722,T0001325,S0082,S0018,2025-01-01 08:15:00,2.54
TK00000260,P000998,T0000890,S0090,S0012,2025-01-01 08:15:00,3.42
TK00000261,P000047,T0001557,S0050,S0097,2025-01-01 08:15:00,3.66
TK00000262,P000159,T0000229,S0056,S0026,2025-01-01 08:15:00,1.56
TK00000263,P000269,T0001831,S0070,S0064,2025-01-01 08:15:00,4.29
TK00000264,P000690,T0001208,S0033,S0075,2025-01-01 08:15:00,4.82
TK00000265,P000785,T0000723,S0025,S0040,2025-01-01 08:15:00,2.14
TK00000266,P000887,T0001951,S0081,S0031,2025-01-01 08:15:00,2.66
TK00000267,P000869,T0001794,S0040,S0095,2025-01-01 08:15:00,3.66
TK00000268,P000491,T0000265,S0094,S0083,2025-01-01 08:15:00,4.16
TK00000269,P000452,T0001563,S0025,S0044,2025-01-01 08:15:00,3.57
TK00000270,P000218,T0000906,S0030,S0096,2025-01-01 08:15:00,4.25
TK00000271,P000833,T0000087,S0074,S0050,2025-01-01 08:15:00,3.36
TK00000272,P000724,T0000561,S0059,S0019,2025-01-01 08:15:00,3.28
TK00000273,P000599,T0000478,S0023,S0080,2025-01-01 08:15:00,3.75
TK00000274,P000329,T0001216,S0037,S0027,2025-01-01 08:15:00,4.12
TK00000275,P000773,T0001891,S0081,S0007,2025-01-01 08:15:00,4.21
TK00000276,P000513,T0000754,S0050,S0013,2025-01-01 08:15:00,4.79
TK00000277,P000546,T0000557,S0062,S0096,2025-01-01 08:15:00,4.55
TK00000278,P000269,T0000241,S0007,S0067,2025-01-01 08:15:00,2.47
TK00000278,P000269,T0000241,S0007,S0067,2025-01-01 08:15:00,2.47
TK00000279,P000505,T0001720,S0095,S0097,2025-01-01 08:15:00,2.92
TK00000280,P000081,T0001174,S0080,S0021,2025-01-01 08:15:00,3.46
TK00000281,P000566,T0000105,S0061,S0064,2025-01-01 08:15:00,2.46
TK00000282,P000502,T0001525,S0098,S0036,2025-01-01 08:15:00,2.51
TK00000283,P000106,T0000279,S0075,S0090,2025-01-01 08:15:00,2.5
TK00000284,P000495,T0000681,S0066,S0011,2025-01-01 08:15:00,3.34
TK00000285,P000435,T0001979,S0069,S0025,2025-01-01 08:15:00,4.43
TK00000286,P000556,T0000883,S0024,S0033,2025-01-01 08:15:00,3.75
TK00000287,P000008,T0000094,S0017,S0032,2025-01-01 08:15:00,4.61
TK00000288,P000139,T0001949,S0033,S0034,2025-01-01 08:15:00,4.4
TK00000289,P000226,T0001743,S0090,S0014,2025-01-01 08:15:00,2.3
TK00000290,P000044,T0000776,S0097,S0002,2025-01-01 08:15:00,4.96
TK00000291,P000497,T0001920,S0039,S0078,2025-01-01 08:15:00,2.11
TK00000292,P000088,T0001153,S0076,S0023,2025-01-01 08:15:00,4.25
TK00000293,P000295,T0001821,S0002,S0054,2025-01-01 08:15:00,3.92
TK00000294,P000903,T0000887,S0025,S0036,2025-01-01 08:15:00,2.83
TK00000295,P000970,T0000812,S0054,S0011,2025-01-01 08:15:00,3.61
TK00000295,P000970,T0000812,S0054,S0011,2025-01-01 08:15:00,3.61
TK00000296,P000999,T0000678,S0076,S0070,2025-01-01 08:15:00,2.6
TK00000297,P000189,T0001133,S0042,S0021,2025-01-01 08:15:00,2.02
TK00000298,P000131,T0001833,S0080,S0022,2025-01-01 08:15:00,4.74
TK00000299,P000784,T0001712,S0002,S0069,2025-01-01 08:15:00,1.77
TK00000299,P000784,T0001712,S0002,S0069,2025-01-01 08:15:00,1.77
TK00000300,P000603,T0000122,S0013,S0094,2025-01-01 08:15:00,2.04
TK00000301,P000420,T0001776,S0022,S0076,2025-01-01 08:15:00,3.05
TK00000302,P000612,T0001244,S0057,S0079,2025-01-01 08:15:00,1.86
TK00000303,P000584,T0000136,S0093,S0042,2025-01-01 08:15:00,4.99
TK00000304,P000304,T0001201,S0085,S0057,2025-01-01 08:15:00,3.83
TK00000305,P000674,T0001767,S0068,S0047,2025-01-01 08:15:00,4.79
TK00000306,P000168,T0000578,S0069,S0031,2025-01-01 08:15:00,3.39
TK00000307,P000576,T0000031,S0066,S0086,2025-01-01 08:15:00,3.39
TK00000308,P000531,T0000880,S0022,S0057,2025-01-01 08:15:00,4.24
TK00000309,P000037,T0001938,S0028,S0059,2025-01-01 08:15:00,1.83
TK00000310,P000069,T0001800,S0087,S0014,2025-01-01 08:15:00,2.91
TK00000311,P000953,T0000691,S0041,S0070,2025-01-01 08:15:00,4.7
TK00000312,P000015,T0001259,S0020,S0054,2025-01-01 08:15:00,4.59
TK00000313,P000592,T0001644,S0019,S0037,2025-01-01 08:15:00,4.62
TK00000314,P000960,T0001735,S0092,S0096,2025-01-01 08:15:00,3.76
TK00000315,P000199,T0000859,S0057,S0006,2025-01-01 08:15:00,3.77
TK00000316,P000536,T0001838,S0028,S0093,2025-01-01 08:15:00,2.86
TK00000317,P000157,T0000420,S0090,S0060,2025-01-01 08:15:00,4.24
TK00000318,P000336,T0001138,S0003,S0087,2025-01-01 08:15:00,2.16
TK00000319,P000933,T0001507,S0010,S0008,2025-01-01 08:15:00,3.14
TK00000320,P000028,T0000160,S0052,S0095,2025-01-01 08:15:00,3.45
TK00000321,P000596,T0000256,S0008,S0056,2025-01-01 08:15:00,2.7
TK00000322,P000019,T0001384,S0096,S0051,2025-01-01 08:15:00,3.66
TK00000323,P000995,T0001185,S0080,S0028,2025-01-01 08:15:00,4.43
TK00000324,P000721,T0000246,S0036,S0048,2025-01-01 08:15:00,4.4
TK00000325,P000963,T0000345,S0051,S0070,2025-01-01 08:15:00,3.36
TK00000326,P000076,T0001477,S0041,S0082,2025-01-01 08:15:00,4.98
TK00000327,P000022,T0000434,S0043,S0018,2025-01-01 08:15:00,4.32
TK00000328,P000307,T0001689,S0087,S0048,2025-01-01 08:15:00,4.7
TK00000329,P000347,T0001992,S0065,S0070,2025-01-01 08:15:00,2.76
TK00000330,P000950,T0001820,S0014,S0024,2025-01-01 08:15:00,2.6
TK00000331,P000330,T0000086,S0036,S0017,2025-01-01 08:15:00,4.53
TK00000332,P000465,T0000854,S0005,S0047,2025-01-01 08:15:00,3.73
TK00000333,P000385,T0001531,S0083,S0100,2025-01-01 08:15:00,1.72
TK00000334,P000504,T0000337,S0005,S0002,2025-01-01 08:15:00,4.5
TK00000335,P000556,T0001561,S0008,S0032,2025-01-01 08:15:00,4.75
TK00000336,P000426,T0000228,S0023,S0052,2025-01-01 08:15:00,2.58
TK00000337,P000683,T0000200,S0047,S0089,2025-01-01 08:15:00,2.42
TK00000338,P000979,T0000470,S0081,S0088,2025-01-01 08:15:00,2.58
TK00000339,P000086,T0000139,S0003,S0054,2025-01-01 08:15:00,1.52
TK00000340,P000082,T0001111,S0028,S0090,2025-01-01 08:15:00,2.01
